Эффективность относительно других 0;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
2;0,2;SearchWidthPlus;374;21
3;0,3;SearchDepth;276;5
4;0,4;SearchDepthPlus;267;6
Эффективность относительно других 20;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;532;19
2;0,2;SearchWidthPlus;375;20
3;0,3;SearchDepthPlus;287;6
4;0,4;SearchDepth;282;7
Эффективность относительно других 21;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;533;18
2;0,2;SearchWidthPlus;381;15
3;0,3;SearchDepth;306;4
4;0,4;SearchDepthPlus;301;5
Эффективность относительно других 22;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;534;17
2;0,2;SearchWidthPlus;382;14
3;0,3;SearchDepth;311;4
4;0,4;SearchDepthPlus;306;4
Эффективность относительно других 23;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;535;16
2;0,2;SearchWidthPlus;383;13
3;0,3;SearchDepthPlus;326;7
4;0,4;SearchDepth;324;6
Эффективность относительно других 24;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;536;15
2;0,2;SearchWidthPlus;384;12
3;0,3;SearchDepthPlus;351;5
4;0,4;SearchDepth;329;6
Эффективность относительно других 25;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;537;14
2;0,2;SearchWidthPlus;455;21
3;0,3;SearchDepthPlus;364;4
4;0,4;SearchDepth;349;4
Эффективность относительно других 26;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;538;13
2;0,2;SearchWidthPlus;458;18
3;0,3;SearchDepthPlus;369;4
4;0,4;SearchDepth;359;5
Эффективность относительно других 27;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;539;12
2;0,2;SearchWidthPlus;459;17
3;0,3;SearchDepth;385;4
4;0,4;SearchDepthPlus;382;4
Эффективность относительно других 28;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;540;11
2;0,2;SearchWidthPlus;463;13
3;0,3;SearchDepth;389;3
4;0,4;SearchDepthPlus;386;3
Эффективность относительно других 29;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;541;10
2;0,2;SearchWidthPlus;464;12
3;0,3;SearchDepthPlus;405;6
4;0,4;SearchDepth;402;8
