Эффективность относительно других 0;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
3;0,3;SearchDepth;622;11
4;0,4;SearchDepthPlus;619;11
Эффективность относительно других 18;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1983;73
2;0,2;SearchWidthPlus;1392;93
3;0,3;SearchDepth;629;10
4;0,4;SearchDepthPlus;626;10
Эффективность относительно других 19;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1984;72
2;0,2;SearchWidthPlus;1403;83
3;0,3;SearchDepthPlus;641;9
4;0,4;SearchDepth;633;9
Эффективность относительно других 20;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1985;71
2;0,2;SearchWidthPlus;1404;82
3;0,3;SearchDepthPlus;646;9
4;0,4;SearchDepth;641;10
Эффективность относительно других 21;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1986;70
2;0,2;SearchWidthPlus;1405;81
3;0,3;SearchDepthPlus;650;8
4;0,4;SearchDepth;647;9
Эффективность относительно других 22;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1987;69
2;0,2;SearchWidthPlus;1406;80
3;0,3;SearchDepthPlus;663;10
4;0,4;SearchDepth;656;10
Эффективность относительно других 23;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1988;68
2;0,2;SearchWidthPlus;1423;71
3;0,3;SearchDepthPlus;672;8
4;0,4;SearchDepth;660;9
Эффективность относительно других 24;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1989;67
2;0,2;SearchWidthPlus;1424;70
3;0,3;SearchDepthPlus;676;7
4;0,4;SearchDepth;665;10
Эффективность относительно других 25;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1990;66
2;0,2;SearchWidthPlus;1440;70
3;0,3;SearchDepthPlus;714;8
4;0,4;SearchDepth;693;8
Эффективность относительно других 26;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1991;65
2;0,2;SearchWidthPlus;1441;69
3;0,3;SearchDepthPlus;718;8
4;0,4;SearchDepth;698;7
Эффективность относительно других 27;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1992;64
2;0,2;SearchWidthPlus;1442;68
3;0,3;SearchDepth;745;6
4;0,4;SearchDepthPlus;730;7
Эффективность относительно других 28;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1993;63
2;0,2;SearchWidthPlus;1445;66
3;0,3;SearchDepth;784;11
4;0,4;SearchDepthPlus;770;11
Эффективность относительно других 29;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1994;62
2;0,2;SearchWidthPlus;1446;65
3;0,3;SearchDepth;788;10
4;0,4;SearchDepthPlus;783;11
Эффективность относительно других 30;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1995;61
2;0,2;SearchWidthPlus;1447;64
3;0,3;SearchDepth;837;10
4;0,4;SearchDepthPlus;785;10
Эффективность относительно других 31;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1996;60
2;0,2;SearchWidthPlus;1448;63
3;0,3;SearchDepth;847;10
4;0,4;SearchDepthPlus;795;9
Эффективность относительно других 32;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1997;59
2;0,2;SearchWidthPlus;1449;62
3;0,3;SearchDepth;849;9
4;0,4;SearchDepthPlus;810;10
Эффективность относительно других 33;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1998;58
2;0,2;SearchWidthPlus;1450;61
3;0,3;SearchDepth;854;9
4;0,4;SearchDepthPlus;819;9
Эффективность относительно других 34;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;1999;57
2;0,2;SearchWidthPlus;1452;59
3;0,3;SearchDepth;874;9
4;0,4;SearchDepthPlus;847;10
Эффективность относительно других 35;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2000;56
2;0,2;SearchWidthPlus;1495;51
3;0,3;SearchDepth;880;9
4;0,4;SearchDepthPlus;851;9
Эффективность относительно других 36;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2001;55
2;0,2;SearchWidthPlus;1496;50
3;0,3;SearchDepthPlus;905;8
4;0,4;SearchDepth;899;9
Эффективность относительно других 37;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2002;54
2;0,2;SearchWidthPlus;1497;49
3;0,3;SearchDepthPlus;922;8
4;0,4;SearchDepth;916;9
Эффективность относительно других 38;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2003;53
2;0,2;SearchWidthPlus;1498;48
3;0,3;SearchDepthPlus;933;6
4;0,4;SearchDepth;923;9
Эффективность относительно других 39;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2004;52
2;0,2;SearchWidthPlus;1499;47
3;0,3;SearchDepth;955;8
4;0,4;SearchDepthPlus;941;9
Эффективность относительно других 40;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2005;51
2;0,2;SearchWidthPlus;1501;45
3;0,3;SearchDepth;968;7
4;0,4;SearchDepthPlus;946;8
Эффективность относительно других 41;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2006;50
2;0,2;SearchWidthPlus;1502;44
3;0,3;SearchDepth;977;7
4;0,4;SearchDepthPlus;966;6
Эффективность относительно других 42;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2007;49
2;0,2;SearchWidthPlus;1503;43
3;0,3;SearchDepthPlus;984;7
4;0,4;SearchDepth;982;7
Эффективность относительно других 43;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2008;48
2;0,2;SearchWidthPlus;1504;42
3;0,3;SearchDepthPlus;999;7
4;0,4;SearchDepth;996;8
Эффективность относительно других 44;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2009;47
2;0,2;SearchWidthPlus;1505;41
3;0,3;SearchDepthPlus;1019;6
4;0,4;SearchDepth;1005;6
Эффективность относительно других 45;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2010;46
2;0,2;SearchWidthPlus;1506;40
3;0,3;SearchDepthPlus;1028;4
4;0,4;SearchDepth;1027;5
Эффективность относительно других 46;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2011;45
2;0,2;SearchWidthPlus;1507;39
3;0,3;SearchDepthPlus;1046;11
4;0,4;SearchDepth;1037;11
Эффективность относительно других 47;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2012;44
2;0,2;SearchWidthPlus;1508;38
3;0,3;SearchDepth;1059;9
4;0,4;SearchDepthPlus;1053;10
Эффективность относительно других 48;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2013;43
2;0,2;SearchWidthPlus;1509;37
3;0,3;SearchDepthPlus;1070;8
4;0,4;SearchDepth;1068;7
Эффективность относительно других 49;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2014;42
2;0,2;SearchWidthPlus;1510;36
3;0,3;SearchDepthPlus;1091;9
4;0,4;SearchDepth;1082;9
Эффективность относительно других 50;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2015;41
2;0,2;SearchWidthPlus;1526;33
3;0,3;SearchDepthPlus;1096;8
4;0,4;SearchDepth;1087;8
Эффективность относительно других 51;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2016;40
2;0,2;SearchWidthPlus;1527;32
3;0,3;SearchDepthPlus;1110;7
4;0,4;SearchDepth;1096;8
Эффективность относительно других 52;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2017;39
2;0,2;SearchWidthPlus;1528;31
3;0,3;SearchDepthPlus;1130;7
4;0,4;SearchDepth;1109;9
Эффективность относительно других 53;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2018;38
2;0,2;SearchWidthPlus;1529;30
3;0,3;SearchDepthPlus;1143;8
4;0,4;SearchDepth;1141;9
Эффективность относительно других 54;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2019;37
2;0,2;SearchWidthPlus;1530;29
3;0,3;SearchDepthPlus;1163;7
4;0,4;SearchDepth;1148;8
Эффективность относительно других 55;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2020;36
2;0,2;SearchWidthPlus;1531;28
3;0,3;SearchDepthPlus;1170;6
4;0,4;SearchDepth;1165;6
Эффективность относительно других 56;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,111111111111111;SearchWidth;2021;35
2;0,222222222222222;SearchWidthPlus;1532;27
3;0,333333333333333;SearchDepth;1184;8
3;0,333333333333333;SearchDepthPlus;1184;7
Эффективность относительно других 57;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2022;34
2;0,2;SearchWidthPlus;1533;26
3;0,3;SearchDepthPlus;1199;6
4;0,4;SearchDepth;1190;9
Эффективность относительно других 58;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2023;33
2;0,2;SearchWidthPlus;1534;25
3;0,3;SearchDepth;1210;6
4;0,4;SearchDepthPlus;1204;7
Эффективность относительно других 59;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2024;32
2;0,2;SearchWidthPlus;1535;24
3;0,3;SearchDepth;1215;7
4;0,4;SearchDepthPlus;1206;6
Эффективность относительно других 60;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2025;31
2;0,2;SearchWidthPlus;1536;23
3;0,3;SearchDepthPlus;1220;6
4;0,4;SearchDepth;1217;6
Эффективность относительно других 61;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2026;30
2;0,2;SearchWidthPlus;1537;22
3;0,3;SearchDepth;1227;6
4;0,4;SearchDepthPlus;1226;7
Эффективность относительно других 62;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2027;29
2;0,2;SearchWidthPlus;1547;19
3;0,3;SearchDepth;1276;6
4;0,4;SearchDepthPlus;1246;7
Эффективность относительно других 63;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2028;28
2;0,2;SearchWidthPlus;1548;18
3;0,3;SearchDepth;1280;5
4;0,4;SearchDepthPlus;1250;6
Эффективность относительно других 64;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2029;27
2;0,2;SearchWidthPlus;1549;17
3;0,3;SearchDepth;1319;9
4;0,4;SearchDepthPlus;1311;9
Эффективность относительно других 65;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2030;26
2;0,2;SearchWidthPlus;1550;16
3;0,3;SearchDepth;1366;9
4;0,4;SearchDepthPlus;1317;9
Эффективность относительно других 66;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2031;25
2;0,2;SearchWidthPlus;1551;15
3;0,3;SearchDepth;1371;7
4;0,4;SearchDepthPlus;1335;8
Эффективность относительно других 67;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2032;24
2;0,2;SearchWidthPlus;1552;14
3;0,3;SearchDepth;1399;7
4;0,4;SearchDepthPlus;1340;8
Эффективность относительно других 68;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2033;23
2;0,2;SearchWidthPlus;1553;13
3;0,3;SearchDepth;1404;7
4;0,4;SearchDepthPlus;1344;7
Эффективность относительно других 69;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2034;22
2;0,2;SearchWidthPlus;1554;12
3;0,3;SearchDepth;1408;6
4;0,4;SearchDepthPlus;1353;8
Эффективность относительно других 70;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2035;21
2;0,2;SearchWidthPlus;1555;11
3;0,3;SearchDepth;1417;7
4;0,4;SearchDepthPlus;1361;7
Эффективность относительно других 71;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2036;20
2;0,2;SearchWidthPlus;1556;10
3;0,3;SearchDepth;1423;7
4;0,4;SearchDepthPlus;1365;6
Эффективность относительно других 72;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2037;19
2;0,2;SearchWidthPlus;1557;9
3;0,3;SearchDepth;1431;6
4;0,4;SearchDepthPlus;1385;7
Эффективность относительно других 73;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2038;18
2;0,2;SearchWidthPlus;1558;8
3;0,3;SearchDepth;1435;5
4;0,4;SearchDepthPlus;1395;8
Эффективность относительно других 74;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2039;17
2;0,2;SearchWidthPlus;1559;7
3;0,3;SearchDepth;1442;6
4;0,4;SearchDepthPlus;1402;6
Эффективность относительно других 75;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2040;16
2;0,2;SearchWidthPlus;1560;6
3;0,3;SearchDepth;1453;7
4;0,4;SearchDepthPlus;1408;7
Эффективность относительно других 76;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2041;15
2;0,2;SearchWidthPlus;1561;5
3;0,3;SearchDepth;1484;4
4;0,4;SearchDepthPlus;1458;7
Эффективность относительно других 77;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2042;14
2;0,2;SearchWidthPlus;1562;4
3;0,3;SearchDepth;1490;6
4;0,4;SearchDepthPlus;1463;5
Эффективность относительно других 78;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2043;13
2;0,2;SearchWidthPlus;1563;3
3;0,3;SearchDepth;1495;5
4;0,4;SearchDepthPlus;1484;6
Эффективность относительно других 79;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2044;12
2;0,2;SearchWidthPlus;1564;2
3;0,3;SearchDepthPlus;1540;6
4;0,4;SearchDepth;1523;7
Эффективность относительно других 80;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2045;11
2;0,2;SearchWidthPlus;1786;12
3;0,3;SearchDepthPlus;1585;8
4;0,4;SearchDepth;1583;8
Эффективность относительно других 81;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2046;10
2;0,2;SearchWidthPlus;1787;11
3;0,3;SearchDepth;1626;8
4;0,4;SearchDepthPlus;1594;7
Эффективность относительно других 82;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2047;9
2;0,2;SearchWidthPlus;1808;9
3;0,3;SearchDepth;1647;7
4;0,4;SearchDepthPlus;1636;7
Эффективность относительно других 83;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2048;8
2;0,2;SearchWidthPlus;1811;8
3;0,3;SearchDepth;1681;6
4;0,4;SearchDepthPlus;1673;4
Эффективность относительно других 84;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2049;7
2;0,2;SearchWidthPlus;1812;7
3;0,3;SearchDepth;1712;4
4;0,4;SearchDepthPlus;1686;7
Эффективность относительно других 85;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2050;6
2;0,2;SearchWidthPlus;1813;6
3;0,3;SearchDepth;1748;6
4;0,4;SearchDepthPlus;1730;6
Эффективность относительно других 86;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2051;5
2;0,2;SearchWidthPlus;1817;3
3;0,3;SearchDepth;1758;5
4;0,4;SearchDepthPlus;1750;6
Эффективность относительно других 87;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2052;4
2;0,2;SearchWidthPlus;1818;2
3;0,3;SearchDepth;1809;4
4;0,4;SearchDepthPlus;1793;4
Эффективность относительно других 88;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2053;3
2;0,2;SearchWidthPlus;1997;10
3;0,3;SearchDepth;1873;8
4;0,4;SearchDepthPlus;1859;6
Эффективность относительно других 89;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2054;2
2;0,2;SearchWidthPlus;1998;9
3;0,3;SearchDepthPlus;1930;5
4;0,4;SearchDepth;1891;7
Эффективность относительно других 90;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;2055;1
2;0,2;SearchWidthPlus;2002;5
3;0,3;SearchDepthPlus;1990;5
4;0,4;SearchDepth;1917;6
Эффективность относительно других 91;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,125;SearchWidth;2056;0
2;0,25;SearchWidthPlus;2005;3
2;0,25;SearchDepthPlus;2005;5
3;0,375;SearchDepth;1951;5




Номер результата;Лучшие алгоритмы;
0;SearchDepth;
1;SearchDepthPlus;
2;SearchDepth;
3;SearchDepth;
4;SearchDepth;
5;SearchDepth;
6;SearchDepthPlus;
7;SearchDepth;
8;SearchDepthPlus;
9;SearchDepthPlus;
10;SearchDepth, SearchDepthPlus;
11;SearchDepth;
12;SearchDepth;
13;SearchDepth, SearchDepthPlus;
14;SearchDepthPlus;
15;SearchDepth;
16;SearchDepthPlus;
17;SearchDepthPlus;
18;SearchDepthPlus;
19;SearchDepth;
20;SearchDepth;
21;SearchDepth;
22;SearchDepth;
23;SearchDepth;
24;SearchDepth;
25;SearchDepth;
26;SearchDepth;
27;SearchDepthPlus;
28;SearchDepthPlus;
29;SearchDepthPlus;
30;SearchDepthPlus;
31;SearchDepthPlus;
32;SearchDepthPlus;
33;SearchDepthPlus;
34;SearchDepthPlus;
35;SearchDepthPlus;
36;SearchDepth;
37;SearchDepth;
38;SearchDepth;
39;SearchDepthPlus;
40;SearchDepthPlus;
41;SearchDepthPlus;
42;SearchDepth;
43;SearchDepth;
44;SearchDepth;
45;SearchDepth;
46;SearchDepth;
47;SearchDepthPlus;
48;SearchDepth;
49;SearchDepth;
50;SearchDepth;
51;SearchDepth;
52;SearchDepth;
53;SearchDepth;
54;SearchDepth;
55;SearchDepth;
56;SearchDepth, SearchDepthPlus;
57;SearchDepth;
58;SearchDepthPlus;
59;SearchDepthPlus;
60;SearchDepth;
61;SearchDepthPlus;
62;SearchDepthPlus;
63;SearchDepthPlus;
64;SearchDepthPlus;
65;SearchDepthPlus;
66;SearchDepthPlus;
67;SearchDepthPlus;
68;SearchDepthPlus;
69;SearchDepthPlus;
70;SearchDepthPlus;
71;SearchDepthPlus;
72;SearchDepthPlus;
73;SearchDepthPlus;
74;SearchDepthPlus;
75;SearchDepthPlus;
76;SearchDepthPlus;
77;SearchDepthPlus;
78;SearchDepthPlus;
79;SearchDepth;
80;SearchDepth;
81;SearchDepthPlus;
